Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.54542922973633,35.424697482052096,26.900123201294626,29.0514868911543,855215656
2007-10-08,30.879337310791016,33.64537507515086,30.68522855070953,33.64537507515086,126671715
2007-10-09,32.982177734375,33.27333872493625,29.22942388956217,30.895515924150608,116725709
2007-10-10,33.28950881958008,33.96888726698826,32.998347881527316,33.83948069921518,67931378
2007-10-11,37.00990295410156,38.8215770162382,32.99834178018052,38.8215770162382,106320954
2007-10-12,36.767269134521484,38.14219971308791,35.90996035723603,36.233473434545786,99410791
2007-10-15,37.25253677368164,37.7539846496586,36.929023713539095,37.52752375238814,41814972
2007-10-16,41.053829193115234,41.70085992138771,37.04226676056635,37.30107554153278,138614496
2007-10-17,44.25659942626953,45.29183861848792,34.32474421878629,36.88049879057014,204876259
2007-10-18,42.70372772216797,48.34903171683244,40.875880023641976,44.96831887841198,146617799
2007-10-19,42.558162689208984,44.28895877280891,40.439149103294625,41.73320159377269,110266491
2007-10-22,41.992008209228516,43.30223439737445,40.600899365049735,41.7008473216324,72253405
2007-10-23,44.98451614379883,45.388907592335194,43.027258900125965,43.027258900125965,74594921
2007-10-24,44.28895568847656,46.42414302665404,43.78750775058117,45.93886898859224,63055170
2007-10-25,44.1919059753418,45.22714981126027,39.031869473945804,42.78462289424035,34522489
2007-10-26,45.51829528808594,46.24619962855069,43.75514746378963,44.96832136456422,62370025
2007-10-29,46.44031524658203,47.556437156688446,46.03592388609813,46.26238480313995,43657697
2007-10-30,47.475555419921875,48.75342939303811,45.680055277649046,47.07116408894963,79921711
2007-10-31,48.462276458740234,49.52987238031799,47.556441484002285,47.718198042914594,44655368
2007-11-01,47.37849044799805,50.03129886291033,46.99027747201092,49.6592597821171,50632492
2007-11-02,48.235816955566406,48.52698228060946,45.291846618226735,45.66389022513117,32001693
2007-11-05,49.22252655029297,50.306296226989275,47.91229596637288,48.20346124363972,38833135
2007-11-06,49.86956787109375,53.023821305752996,49.19018933065842,50.07985055581872,81880281
2007-11-07,49.14165115356445,51.50329497924803,48.041707514039594,50.79156880681531,33593141
2007-11-08,48.300506591796875,49.610736990740946,47.232915352295436,47.87994140967238,27990521
2007-11-12,49.46517562866211,50.33866293664339,45.5668393250309,46.844718092646445,35153735
2007-11-13,50.64598846435547,51.66505387693669,48.704909816418926,50.30630145613752,43830531
2007-11-14,49.9827995300293,52.24739179257758,49.723986352981065,51.535661040605355,36738579
2007-11-15,50.82392501831055,51.71358609524621,49.86955956242675,50.920977198805254,29242252
2007-11-16,50.46803283691406,51.616502042254524,49.885706900238134,50.597437137978105,18895294
2007-11-19,52.2959098815918,54.1884625744143,51.228318305090724,51.61653142930581,40716718
2007-11-20,51.487117767333984,53.54142665500563,50.856265520876896,52.08561782896024,26342171
2007-11-21,47.475555419921875,52.10179049107365,46.32708140720464,51.794455712290805,26814499
2007-11-22,45.84181594848633,48.882842542272904,43.85221129807327,46.974111777428554,34096185
2007-11-23,48.88285446166992,49.17401543966515,46.132988104366795,48.85050226679751,27664090
2007-11-26,49.271060943603516,50.69451783327973,48.882847821652355,50.69451783327973,20159123
2007-11-27,48.05789566040039,50.1122052892405,47.556451972352185,50.1122052892405,20573198
2007-11-28,47.34616470336914,49.3357743193289,47.02265151546394,49.109313332623884,16435311
2007-11-29,46.06827926635742,48.78578851962412,45.469779133762835,48.52697978614249,25530967
2007-11-30,47.84760284423828,48.1387637753224,46.26238943017807,46.90941567166612,18437721
2007-12-03,48.5269775390625,49.12547764394307,48.05788179493057,48.429920977555625,16851227
2007-12-04,47.8961181640625,49.254874720806264,47.54025293368422,48.850483410814256,14008727
2007-12-05,49.80485153198242,49.98278636708058,47.87995124849518,47.9770034218744,27725290
2007-12-06,48.88285446166992,51.648890334516906,48.252002019406746,50.88863350069232,24104710
2007-12-07,48.67256546020508,49.88573981038399,47.79908256083311,49.19018739386703,11742386
2007-12-10,48.721092224121094,49.319588014164644,48.0902398550299,49.14165754489673,8330010
2007-12-11,48.494625091552734,49.432812186852786,48.2519902709789,49.15782517928368,11685950
2007-12-12,48.462276458740234,48.89902004538898,47.556441484002285,47.87995460182691,16342131
2007-12-13,47.65349197387695,49.17400532889004,47.475561520555715,48.52697911619125,14620172
2007-12-14,47.18440246582031,47.92848534176165,46.941767603912304,47.491741712741636,10991851
2007-12-17,44.33747863769531,47.71819204951651,43.67427419669672,47.45937895500721,19355678
2007-12-18,44.14337158203125,45.615354383709644,42.76844095200724,43.83603239191387,21607783
2007-12-19,43.3345832824707,45.95503984715359,42.96254415509771,45.566822434635185,19526912
2007-12-20,42.8978385925293,44.2565951104765,42.70372989169021,43.90072989025924,17105204
2007-12-24,44.20806121826172,44.90361325106042,43.1889918159635,43.54485697327989,16711519
2007-12-26,45.5506591796875,46.100633244594526,44.450715437801016,44.450715437801016,20930094
2007-12-27,45.874168395996094,47.13586859211166,45.48595092584029,46.48884240047012,44565277
2007-12-28,46.23003005981445,46.424138779696335,45.29183864503983,45.77710825078111,18354518
2007-12-31,46.5697135925293,46.844700559744894,46.00356576093753,46.585891877616405,11982308
2008-01-01,47.42703628540039,47.86377990482186,46.375618573573185,46.81236219299466,16687746
2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
2008-01-03,49.109283447265625,49.30339211946998,46.31089695242392,46.87704468672993,31815218
2008-01-04,48.85049057006836,50.46805604709772,48.52697747466248,49.821029856285975,28011310
2008-01-07,48.44609832763672,49.56221585391419,47.92847650673131,48.543150499338374,15858063
2008-01-08,46.796173095703125,49.173994795617425,46.23002528086288,48.49461654022386,13282666
2008-01-09,46.052093505859375,47.0549848642491,45.938863057860644,46.844702253923835,13113527
2008-01-10,44.9521484375,47.55643110010215,44.64480928750281,46.26237891135868,18023003
2008-01-11,45.63151931762695,46.06826273812014,43.83601956402737,45.56681496350729,11629440
2008-01-14,46.32707977294922,46.81234935299732,44.98450147906813,45.71240584914028,10264240
2008-01-15,44.9198112487793,47.26528162376092,44.54777199791953,47.07117724100139,11558334
2008-01-16,43.99778366088867,44.968322812764455,42.881666268987466,44.59628368213072,14834065
2008-01-17,45.178611755371094,46.181503133167304,43.221355081880944,44.159542091589614,16169395
2008-01-18,43.075782775878906,44.85510487646661,42.703739189959585,44.806574399745045,13254156
2008-01-21,35.748199462890625,42.70372977756315,31.13813647897006,42.70372977756315,33202389
2008-01-22,32.1572151184082,33.96888964219874,25.541369423077867,32.22191730983701,58755707
2008-01-23,35.748199462890625,37.123129873930544,32.67482560291905,32.67482560291905,28425991
2008-01-24,35.8290901184082,38.368669222079895,34.130646081853804,37.67311682755272,29911930
2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
2008-01-28,38.077491760253906,38.36865259130344,34.13063128803487,37.15547880532537,13601109
2008-01-29,37.446651458740234,38.7245300052494,36.88050351321065,38.174555960135415,7679877
2008-01-30,35.37615203857422,37.68926883866395,34.90705648863086,37.52751235770767,9016102
2008-01-31,33.06303405761719,35.84524649290097,32.674818930219224,35.74819216256079,41538563
2008-02-01,34.21152114868164,34.45415598820523,33.321860070428464,33.62919709503226,9089201
2008-02-04,35.97466278076172,36.395230222943006,34.85854309517702,34.85854309517702,12009385
2008-02-05,37.09079360961914,37.576063374704376,35.26294503871708,36.039375785267794,14593303
2008-02-06,36.767269134521484,37.20401266647503,34.71296240998266,36.07171689589091,12429218
2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
2008-02-08,34.13063049316406,35.55408682464214,33.499778383977024,35.262926000373476,13514197
